,arg1,arg2,verb,sentence,verb_idx,label,new_column
594,democracy,,uproot, The vestiges of political democracy were soon uprooted .,7,1,"[(' ', 'SPACE'), ('The', 'DET'), ('vestiges', 'NOUN'), ('of', 'ADP'), ('political', 'ADJ'), ('democracy', 'NOUN'), ('were', 'AUX'), ('soon', 'ADV'), ('uprooted', 'VERB'), ('.', 'PUNCT')]"
595,vine,,uproot, They plan to uproot the vine that has spread all over the garden .,3,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('plan', 'VERB'), ('to', 'PART'), ('uproot', 'VERB'), ('the', 'DET'), ('vine', 'NOUN'), ('that', 'PRON'), ('has', 'AUX'), ('spread', 'VERB'), ('all', 'ADV'), ('over', 'ADP'), ('the', 'DET'), ('garden', 'NOUN'), ('.', 'PUNCT')]"
596,fortune,,vest, She vested her vast fortune in her two sons .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('vested', 'VERB'), ('her', 'PRON'), ('vast', 'ADJ'), ('fortune', 'NOUN'), ('in', 'ADP'), ('her', 'PRON'), ('two', 'NUM'), ('sons', 'NOUN'), ('.', 'PUNCT')]"
597,property,,vest, The property vests in the trustees .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('property', 'NOUN'), ('vests', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('trustees', 'NOUN'), ('.', 'PUNCT')]"
598,paris,,visit, Did you ever visit Paris ? .,3,0,"[(' ', 'SPACE'), ('Did', 'AUX'), ('you', 'PRON'), ('ever', 'ADV'), ('visit', 'VERB'), ('Paris', 'PROPN'), ('?', 'PUNCT'), ('.', 'PUNCT')]"
599,rage,,visit, The principal visited his rage on the students .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('principal', 'NOUN'), ('visited', 'VERB'), ('his', 'PRON'), ('rage', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('students', 'NOUN'), ('.', 'PUNCT')]"
600,relative,,visit," Every summer , we visited our relatives in the country for a month .",4,0,"[(' ', 'SPACE'), ('Every', 'DET'), ('summer', 'NOUN'), (',', 'PUNCT'), ('we', 'PRON'), ('visited', 'VERB'), ('our', 'PRON'), ('relatives', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('country', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('month', 'NOUN'), ('.', 'PUNCT')]"
601,illness,,visit," Every summer , we visited our relatives in the country for a month .",4,1,"[(' ', 'SPACE'), ('Every', 'DET'), ('summer', 'NOUN'), (',', 'PUNCT'), ('we', 'PRON'), ('visited', 'VERB'), ('our', 'PRON'), ('relatives', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('country', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('month', 'NOUN'), ('.', 'PUNCT')]"
602,ball,,volley, They began to volley the tennis ball .,3,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('began', 'VERB'), ('to', 'PART'), ('volley', 'VERB'), ('the', 'DET'), ('tennis', 'NOUN'), ('ball', 'NOUN'), ('.', 'PUNCT')]"
603,curse,,volley, I heard him volley a string of curses .,3,1,"[(' ', 'SPACE'), ('I', 'PRON'), ('heard', 'VERB'), ('him', 'PRON'), ('volley', 'VERB'), ('a', 'DET'), ('string', 'NOUN'), ('of', 'ADP'), ('curses', 'NOUN'), ('.', 'PUNCT')]"
604,pig,,wallow, pigs were wallowing in the mud .,2,0,"[(' ', 'SPACE'), ('pigs', 'NOUN'), ('were', 'AUX'), ('wallowing', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('mud', 'NOUN'), ('.', 'PUNCT')]"
605,success,,wallow, wallow in your success !,0,1,"[(' ', 'SPACE'), ('wallow', 'VERB'), ('in', 'ADP'), ('your', 'PRON'), ('success', 'NOUN'), ('!', 'PUNCT')]"
606,yellow,,wear, She was wearing yellow that day .,2,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('was', 'AUX'), ('wearing', 'VERB'), ('yellow', 'ADV'), ('that', 'DET'), ('day', 'NOUN'), ('.', 'PUNCT')]"
607,smile,,wear, He always wears a smile .,2,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('always', 'ADV'), ('wears', 'VERB'), ('a', 'DET'), ('smile', 'NOUN'), ('.', 'PUNCT')]"
608,hair,,wear, wear one 's hair in a certain way .,0,0,"[(' ', 'SPACE'), ('wear', 'VERB'), ('one', 'PRON'), (""'s"", 'PART'), ('hair', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('certain', 'ADJ'), ('way', 'NOUN'), ('.', 'PUNCT')]"
609,bullet,,whistle, The bullets whistled past him .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('bullets', 'NOUN'), ('whistled', 'VERB'), ('past', 'ADP'), ('him', 'PRON'), ('.', 'PUNCT')]"
610,melody,,whistle, She whistled a melody .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('whistled', 'VERB'), ('a', 'DET'), ('melody', 'NOUN'), ('.', 'PUNCT')]"
611,optimism,,whistle, Her optimism whistled away these worries .,2,1,"[(' ', 'SPACE'), ('Her', 'PRON'), ('optimism', 'NOUN'), ('whistled', 'VERB'), ('away', 'ADV'), ('these', 'DET'), ('worries', 'NOUN'), ('.', 'PUNCT')]"
612,feeling,,wrestle, He wrestled all his life with his feeling of inferiority .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('wrestled', 'VERB'), ('all', 'DET'), ('his', 'PRON'), ('life', 'NOUN'), ('with', 'ADP'), ('his', 'PRON'), ('feeling', 'NOUN'), ('of', 'ADP'), ('inferiority', 'NOUN'), ('.', 'PUNCT')]"
613,decision,,wrestle, I wrestled with this decision for years .,1,1,"[(' ', 'SPACE'), ('I', 'PRON'), ('wrestled', 'VERB'), ('with', 'ADP'), ('this', 'DET'), ('decision', 'NOUN'), ('for', 'ADP'), ('years', 'NOUN'), ('.', 'PUNCT')]"
614,child,,wrestle, The children wrestled in the garden .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('children', 'NOUN'), ('wrestled', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('garden', 'NOUN'), ('.', 'PUNCT')]"
615,person,,bow, He bowed before the King .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('bowed', 'VERB'), ('before', 'ADP'), ('the', 'DET'), ('King', 'PROPN'), ('.', 'PUNCT')]"
616,person,,breathe, I can breathe better when the air is clean .,2,0,"[(' ', 'SPACE'), ('I', 'PRON'), ('can', 'AUX'), ('breathe', 'VERB'), ('better', 'ADV'), ('when', 'SCONJ'), ('the', 'DET'), ('air', 'NOUN'), ('is', 'AUX'), ('clean', 'ADJ'), ('.', 'PUNCT')]"
617,wine,,breathe, This rare Bordeaux must be allowed to breathe for at least 2 hours .,7,0,"[(' ', 'SPACE'), ('This', 'DET'), ('rare', 'ADJ'), ('Bordeaux', 'PROPN'), ('must', 'AUX'), ('be', 'AUX'), ('allowed', 'VERB'), ('to', 'PART'), ('breathe', 'VERB'), ('for', 'ADP'), ('at', 'ADV'), ('least', 'ADV'), ('2', 'NUM'), ('hours', 'NOUN'), ('.', 'PUNCT')]"
618,drawing,,color, The child colored the drawings .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('child', 'NOUN'), ('colored', 'VERB'), ('the', 'DET'), ('drawings', 'NOUN'), ('.', 'PUNCT')]"
619,judgement,,color, My personal feelings color my judgment in this case .,3,1,"[(' ', 'SPACE'), ('My', 'PRON'), ('personal', 'ADJ'), ('feelings', 'NOUN'), ('color', 'VERB'), ('my', 'PRON'), ('judgment', 'NOUN'), ('in', 'ADP'), ('this', 'DET'), ('case', 'NOUN'), ('.', 'PUNCT')]"
620,people,,communicate, He and his sons have n't communicated for years .,6,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('and', 'CCONJ'), ('his', 'PRON'), ('sons', 'NOUN'), ('have', 'AUX'), (""n't"", 'PART'), ('communicated', 'VERB'), ('for', 'ADP'), ('years', 'NOUN'), ('.', 'PUNCT')]"
621,dictionary,,computerize, Please use a computerized disctionary .,3,0,"[(' ', 'SPACE'), ('Please', 'INTJ'), ('use', 'VERB'), ('a', 'DET'), ('computerized', 'ADJ'), ('disctionary', 'NOUN'), ('.', 'PUNCT')]"
622,feeling,,condense, Her feelings condensed .,2,1,"[(' ', 'SPACE'), ('Her', 'PRON'), ('feelings', 'NOUN'), ('condensed', 'VERB'), ('.', 'PUNCT')]"
623,person,,drain, The exercise class drains me of energy .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('exercise', 'NOUN'), ('class', 'NOUN'), ('drains', 'VERB'), ('me', 'PRON'), ('of', 'ADP'), ('energy', 'NOUN'), ('.', 'PUNCT')]"
624,employee,,dump, The company dumped him after many years of service .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('company', 'NOUN'), ('dumped', 'VERB'), ('him', 'PRON'), ('after', 'ADP'), ('many', 'ADJ'), ('years', 'NOUN'), ('of', 'ADP'), ('service', 'NOUN'), ('.', 'PUNCT')]"
625,cup,,engrave, engraved the trophy cupt with the winner 's .,0,0,"[(' ', 'SPACE'), ('engraved', 'VERB'), ('the', 'DET'), ('trophy', 'NOUN'), ('cupt', 'NOUN'), ('with', 'ADP'), ('the', 'DET'), ('winner', 'NOUN'), (""'s"", 'PART'), ('.', 'PUNCT')]"
626,people,,erase, The Turks erased the Armenians in 1915 .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('Turks', 'PROPN'), ('erased', 'VERB'), ('the', 'DET'), ('Armenians', 'PROPN'), ('in', 'ADP'), ('1915', 'NUM'), ('.', 'PUNCT')]"
627,volcano,,erupt, Vesuvius erupts once in a while .,1,0,"[(' ', 'SPACE'), ('Vesuvius', 'PROPN'), ('erupts', 'VERB'), ('once', 'ADV'), ('in', 'ADP'), ('a', 'DET'), ('while', 'NOUN'), ('.', 'PUNCT')]"
628,society,,ferment, Islam is fermenting Africa .,2,1,"[(' ', 'SPACE'), ('Islam', 'PROPN'), ('is', 'AUX'), ('fermenting', 'VERB'), ('Africa', 'PROPN'), ('.', 'PUNCT')]"
629,lens,,grind, grind lenses for glasses and cameras .,0,0,"[(' ', 'SPACE'), ('grind', 'VERB'), ('lenses', 'NOUN'), ('for', 'ADP'), ('glasses', 'NOUN'), ('and', 'CCONJ'), ('cameras', 'NOUN'), ('.', 'PUNCT')]"
630,theatre,,jam, the theater was jampacked .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('theater', 'NOUN'), ('was', 'AUX'), ('jampacked', 'VERB'), ('.', 'PUNCT')]"
631,woman,,lean, She leaned over the banister .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('leaned', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('banister', 'NOUN'), ('.', 'PUNCT')]"
632,man,,lighten," after a glass of wine , he lightened up a bit .",7,1,"[(' ', 'SPACE'), ('after', 'ADP'), ('a', 'DET'), ('glass', 'NOUN'), ('of', 'ADP'), ('wine', 'NOUN'), (',', 'PUNCT'), ('he', 'PRON'), ('lightened', 'VERB'), ('up', 'ADP'), ('a', 'DET'), ('bit', 'NOUN'), ('.', 'PUNCT')]"
633,person,,lock, They were locked in embrace .,2,1,"[(' ', 'SPACE'), ('They', 'PRON'), ('were', 'AUX'), ('locked', 'VERB'), ('in', 'ADP'), ('embrace', 'NOUN'), ('.', 'PUNCT')]"
634,man,,march, He marched into the classroom and announced the exam .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('marched', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('classroom', 'NOUN'), ('and', 'CCONJ'), ('announced', 'VERB'), ('the', 'DET'), ('exam', 'NOUN'), ('.', 'PUNCT')]"
635,feeling,,palpitate, His heart palpitated .,2,1,"[(' ', 'SPACE'), ('His', 'PRON'), ('heart', 'NOUN'), ('palpitated', 'VERB'), ('.', 'PUNCT')]"
636,man,,peep, He peeped at the woman through the window .,1,0,"[(' ', 'SPACE'), ('He', 'PRON'), ('peeped', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('woman', 'NOUN'), ('through', 'ADP'), ('the', 'DET'), ('window', 'NOUN'), ('.', 'PUNCT')]"
637,painter,,portray," Goya wanted to portray his mistress , the Duchess of Alba .",3,0,"[(' ', 'SPACE'), ('Goya', 'PROPN'), ('wanted', 'VERB'), ('to', 'PART'), ('portray', 'VERB'), ('his', 'PRON'), ('mistress', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('Duchess', 'PROPN'), ('of', 'ADP'), ('Alba', 'PROPN'), ('.', 'PUNCT')]"
638,finding,,preserve, We preserve these archeological findings .,1,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('preserve', 'VERB'), ('these', 'DET'), ('archeological', 'ADJ'), ('findings', 'NOUN'), ('.', 'PUNCT')]"
639,ocean,,sail, We sailed the Atlantic .,1,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('sailed', 'VERB'), ('the', 'DET'), ('Atlantic', 'PROPN'), ('.', 'PUNCT')]"
640,woman,,sing, She was singing while she was cooking .,2,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('was', 'AUX'), ('singing', 'VERB'), ('while', 'SCONJ'), ('she', 'PRON'), ('was', 'AUX'), ('cooking', 'VERB'), ('.', 'PUNCT')]"
641,person,,stamp, stamp fruit extract the juice .,0,1,"[(' ', 'SPACE'), ('stamp', 'NOUN'), ('fruit', 'NOUN'), ('extract', 'VERB'), ('the', 'DET'), ('juice', 'NOUN'), ('.', 'PUNCT')]"
642,man,,swim, We had to swim for 20 minutes to reach the shore .,3,0,"[(' ', 'SPACE'), ('We', 'PRON'), ('had', 'VERB'), ('to', 'PART'), ('swim', 'VERB'), ('for', 'ADP'), ('20', 'NUM'), ('minutes', 'NOUN'), ('to', 'PART'), ('reach', 'VERB'), ('the', 'DET'), ('shore', 'NOUN'), ('.', 'PUNCT')]"
643,woman,,talk, She talks a lot of nonsense .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('talks', 'VERB'), ('a', 'DET'), ('lot', 'NOUN'), ('of', 'ADP'), ('nonsense', 'NOUN'), ('.', 'PUNCT')]"
644,person,,transform, He transformed into a monster .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('transformed', 'VERB'), ('into', 'ADP'), ('a', 'DET'), ('monster', 'NOUN'), ('.', 'PUNCT')]"
645,shot,,volley, Gun shots volleyed at the attackers .,2,0,"[(' ', 'SPACE'), ('Gun', 'PROPN'), ('shots', 'NOUN'), ('volleyed', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('attackers', 'NOUN'), ('.', 'PUNCT')]"
646,woman,,whistle, She whistled for her maid .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('whistled', 'VERB'), ('for', 'ADP'), ('her', 'PRON'), ('maid', 'NOUN'), ('.', 'PUNCT')]"
