index	sentence	Sources	Source_Index	Targets	Target_Index	metaphoricity_score	new_sentences
10920	At the time, the scientific community reacted by declaring that only objectively observable phenomena should be used in building a reliable understanding of mental processes; today, in the wake of the failure of the behaviorist project, there is greater openness toward subjective forms of knowledge.	building	18	understanding	21	3.0	building has property tall. At the time, the scientific community reacted by declaring that only objectively observable phenomena should be used in building a reliable understanding of mental processes; today, in the wake of the failure of the behaviorist project, there is greater openness toward subjective forms of knowledge.
10922	Challenges like public speaking can help students overcome their fears and face the future with confidence.	overcome	7	fears	9	3.0	overcome has property bad. Challenges like public speaking can help students overcome their fears and face the future with confidence.
10923	I'm looking for what will bring about a more just economy, without bringing preconceptions into it, save one: I can't shake my belief that large institutions are fundamentally flawed and any better systems will involve smaller institutions, with no coercion at all, if it's possible.	shake	20	belief	22	3.0	shake has property good. I'm looking for what will bring about a more just economy, without bringing preconceptions into it, save one: I can't shake my belief that large institutions are fundamentally flawed and any better systems will involve smaller institutions, with no coercion at all, if it's possible.
10926	That’s my deepest desire for these soundwalks.	deepest	2	desire	3	3.0	deepest has property dangerous. That’s my deepest desire for these soundwalks.
10928	It is important to include the whole company in the innovation process, because the germ of an idea can come from anywhere, and the best ideas often grow out of a combination of functional areas.	grow	27	ideas	25	3.0	grow has property good. It is important to include the whole company in the innovation process, because the germ of an idea can come from anywhere, and the best ideas often grow out of a combination of functional areas.
10931	Naturally, that reinforced the idea that Judy Chicago was the only game in town.	reinforced	2	idea	4	3.0	reinforced has property hard. Naturally, that reinforced the idea that Judy Chicago was the only game in town.
10934	During this first seminar participants gain a deeper understanding of company structures and processes, develop analytical skills in order to examine patterns of organisational change and assess today key management issues.	deeper	7	understanding	8	3.0	deeper has property dark. During this first seminar participants gain a deeper understanding of company structures and processes, develop analytical skills in order to examine patterns of organisational change and assess today key management issues.
10936	Ideas are batted around, questions answered, opinions sought and given.	batted	2	Ideas	0	3.0	batted has property fun. Ideas are batted around, questions answered, opinions sought and given.
10940	Children who already have a solid understanding of language and enjoy writing and playing with words will enjoy these word crafts for kids.	solid	5	understanding	6	3.0	solid has property hard. Children who already have a solid understanding of language and enjoy writing and playing with words will enjoy these word crafts for kids.
10942	Howard Gardner's interest in 'deep understanding', performance, exploration and creativity are not easily accommodated within an orientation to the 'delivery' of a detailed curriculum planned outside of the immediate educational context.	deep	4	understanding	5	3.0	deep has property cold. Howard Gardner's interest in 'deep understanding', performance, exploration and creativity are not easily accommodated within an orientation to the 'delivery' of a detailed curriculum planned outside of the immediate educational context.
10944	Do you pitch ideas to prospects and clients, so that you create opportunities rather than waiting for opportunities to come to you?	pitch	2	ideas	3	3.0	pitch has property hard. Do you pitch ideas to prospects and clients, so that you create opportunities rather than waiting for opportunities to come to you?
